Age,Workclass,Education-Num,Marital Status,Occupation,Relationship,Race,Sex,Capital Gain,Capital Loss,Hours per week,Country
34.0,4,9.0,4,7,0,4,0,0.0,0.0,45.0,39
44.0,6,9.0,2,10,4,4,1,0.0,1902.0,40.0,39
37.0,2,10.0,0,1,1,4,0,0.0,0.0,40.0,39
39.0,4,14.0,2,4,5,4,0,0.0,2415.0,65.0,39
32.0,5,15.0,2,10,4,4,1,0.0,0.0,40.0,39
23.0,4,10.0,4,8,0,4,0,0.0,0.0,28.0,39
45.0,1,10.0,0,1,1,4,1,0.0,0.0,42.0,39
30.0,4,7.0,0,6,3,4,1,0.0,0.0,40.0,39
20.0,4,8.0,0,8,0,4,0,0.0,0.0,10.0,39
41.0,4,9.0,2,3,4,4,1,0.0,0.0,4.0,29
21.0,4,9.0,4,12,3,4,0,0.0,0.0,30.0,39
48.0,4,4.0,2,8,4,1,1,0.0,0.0,30.0,3
31.0,4,9.0,2,10,4,4,1,5178.0,0.0,45.0,39
34.0,4,11.0,4,6,0,2,1,0.0,0.0,40.0,39
25.0,4,9.0,5,8,1,2,1,0.0,0.0,40.0,39
41.0,6,13.0,5,3,0,4,1,0.0,0.0,35.0,39
35.0,6,15.0,2,10,4,4,1,0.0,0.0,50.0,39
42.0,4,13.0,0,4,1,4,0,0.0,0.0,40.0,39
34.0,6,9.0,2,14,4,4,1,0.0,0.0,75.0,26
44.0,4,6.0,2,7,4,4,1,4386.0,0.0,60.0,39
32.0,4,13.0,2,4,4,4,1,0.0,0.0,40.0,39
25.0,4,10.0,4,12,3,1,1,0.0,0.0,40.0,39
23.0,4,7.0,2,14,4,4,1,0.0,0.0,50.0,39
36.0,4,15.0,4,10,0,3,1,0.0,0.0,40.0,19
53.0,6,13.0,4,12,1,4,1,0.0,0.0,60.0,39
27.0,4,16.0,4,10,0,4,1,0.0,0.0,52.0,39
27.0,4,13.0,4,1,0,4,0,0.0,0.0,65.0,39
57.0,4,9.0,4,4,0,4,0,0.0,0.0,45.0,39
17.0,4,7.0,4,12,3,4,0,0.0,0.0,20.0,39
59.0,2,9.0,0,1,1,4,0,0.0,0.0,38.0,39
34.0,4,9.0,4,8,3,4,0,0.0,0.0,40.0,39
30.0,4,6.0,2,14,4,4,1,0.0,0.0,55.0,39
31.0,7,12.0,4,1,3,2,0,0.0,0.0,45.0,39
18.0,0,7.0,4,0,3,4,1,0.0,0.0,40.0,39
23.0,4,10.0,4,12,0,4,1,0.0,0.0,30.0,39
19.0,4,9.0,4,14,3,4,1,0.0,0.0,40.0,39
20.0,6,11.0,4,5,3,4,1,0.0,0.0,40.0,39
52.0,6,9.0,0,12,0,4,1,0.0,0.0,40.0,39
39.0,2,13.0,2,10,4,4,1,0.0,0.0,50.0,39
27.0,4,9.0,5,8,1,4,0,0.0,0.0,50.0,39
19.0,4,10.0,4,12,0,4,0,0.0,0.0,35.0,39
38.0,2,13.0,2,10,5,4,0,0.0,0.0,15.0,39
19.0,4,9.0,4,6,3,4,1,0.0,0.0,16.0,39
34.0,4,13.0,2,10,5,4,0,0.0,1887.0,40.0,39
41.0,4,9.0,2,14,4,4,1,0.0,0.0,45.0,0
23.0,4,9.0,2,7,3,4,0,2105.0,0.0,40.0,39
24.0,0,12.0,4,0,0,4,1,0.0,0.0,12.0,39
24.0,4,13.0,4,1,0,4,0,0.0,0.0,40.0,39
22.0,4,6.0,4,14,0,0,1,0.0,0.0,84.0,39
45.0,4,15.0,2,10,4,4,1,0.0,0.0,60.0,39
45.0,4,9.0,2,4,4,4,1,0.0,0.0,60.0,39
48.0,4,13.0,2,4,4,1,1,0.0,0.0,40.0,24
42.0,4,13.0,2,12,4,4,1,0.0,0.0,60.0,39
35.0,6,10.0,2,12,4,4,1,0.0,0.0,50.0,39
32.0,4,9.0,0,8,1,0,0,0.0,0.0,40.0,39
51.0,2,9.0,2,4,5,4,0,0.0,0.0,32.0,39
59.0,4,10.0,2,4,4,4,1,0.0,0.0,40.0,39
31.0,2,9.0,4,14,3,4,1,0.0,0.0,40.0,39
27.0,2,13.0,4,13,0,4,1,0.0,0.0,50.0,39
29.0,4,13.0,2,6,4,2,1,4386.0,0.0,80.0,0
57.0,4,12.0,6,1,0,4,0,0.0,0.0,35.0,39
40.0,4,9.0,4,8,0,4,1,0.0,0.0,40.0,39
31.0,4,9.0,0,7,0,4,1,0.0,0.0,40.0,39
23.0,4,4.0,4,7,3,4,1,0.0,0.0,40.0,39
42.0,4,9.0,5,1,1,4,0,0.0,0.0,35.0,34
60.0,4,9.0,2,12,4,4,1,0.0,0.0,40.0,39
53.0,2,14.0,4,4,0,4,0,14344.0,0.0,50.0,39
20.0,0,10.0,4,0,3,4,0,0.0,0.0,40.0,39
27.0,4,9.0,4,6,3,4,1,0.0,0.0,40.0,39
31.0,4,9.0,2,14,4,4,1,0.0,0.0,45.0,39
29.0,7,13.0,4,3,0,4,1,0.0,0.0,40.0,39
22.0,4,13.0,4,5,3,4,1,0.0,0.0,40.0,39
42.0,4,13.0,4,10,0,4,0,0.0,1564.0,38.0,39
63.0,5,15.0,2,10,4,4,1,15024.0,0.0,50.0,39
28.0,4,9.0,2,12,4,4,1,0.0,0.0,40.0,39
79.0,4,10.0,2,1,4,4,1,0.0,0.0,20.0,39
39.0,4,9.0,2,3,4,4,1,7298.0,0.0,40.0,39
29.0,4,8.0,4,8,0,3,1,0.0,0.0,40.0,39
60.0,4,4.0,0,8,0,4,1,0.0,0.0,40.0,39
58.0,4,8.0,2,8,5,4,0,0.0,0.0,24.0,39
20.0,4,12.0,4,8,3,4,0,0.0,2205.0,18.0,39
44.0,4,9.0,2,14,4,4,1,0.0,0.0,65.0,39
47.0,4,9.0,2,14,4,4,1,0.0,0.0,48.0,39
59.0,4,9.0,2,11,4,4,1,0.0,0.0,24.0,39
37.0,4,14.0,0,4,0,4,1,0.0,0.0,65.0,39
21.0,4,9.0,5,7,2,4,1,0.0,0.0,40.0,39
68.0,4,11.0,6,4,0,4,0,0.0,0.0,40.0,39
43.0,4,10.0,2,1,4,4,1,5013.0,0.0,40.0,39
23.0,0,10.0,4,0,3,2,0,0.0,0.0,40.0,39
23.0,4,9.0,4,3,1,4,0,0.0,0.0,33.0,39
40.0,2,14.0,4,1,0,4,0,0.0,1876.0,35.0,39
45.0,6,10.0,4,12,3,4,0,0.0,0.0,35.0,39
34.0,0,11.0,2,0,4,4,1,3103.0,0.0,60.0,39
22.0,4,10.0,4,13,3,4,1,0.0,0.0,40.0,39
38.0,4,13.0,2,10,4,4,1,0.0,0.0,50.0,39
24.0,4,10.0,4,12,0,4,1,0.0,0.0,49.0,39
23.0,4,9.0,2,12,5,4,0,0.0,0.0,40.0,39
39.0,1,10.0,2,1,2,4,1,0.0,0.0,45.0,39
26.0,4,10.0,4,3,0,4,1,0.0,0.0,40.0,39
24.0,4,9.0,4,6,1,4,1,0.0,0.0,40.0,39
22.0,4,10.0,4,1,3,4,1,0.0,0.0,25.0,39
36.0,4,13.0,2,10,4,4,1,0.0,0.0,55.0,39
20.0,4,10.0,4,9,3,4,0,0.0,0.0,20.0,39
18.0,4,7.0,4,8,3,2,1,0.0,0.0,8.0,39
38.0,4,13.0,2,4,4,4,1,0.0,0.0,40.0,39
43.0,5,13.0,0,5,0,4,1,0.0,0.0,35.0,39
56.0,4,9.0,0,4,0,2,1,0.0,0.0,40.0,0
42.0,4,14.0,2,4,4,4,1,0.0,0.0,40.0,39
35.0,4,13.0,2,4,4,4,1,0.0,0.0,50.0,39
31.0,4,10.0,0,1,0,4,0,0.0,0.0,45.0,39
73.0,4,2.0,2,14,4,4,1,0.0,1735.0,20.0,39
32.0,4,10.0,0,4,1,4,0,0.0,0.0,42.0,39
37.0,4,14.0,2,4,4,4,1,15024.0,0.0,45.0,39
66.0,4,9.0,2,6,4,4,1,0.0,0.0,10.0,39
22.0,4,9.0,4,8,3,4,0,0.0,0.0,35.0,39
51.0,4,11.0,2,12,4,4,1,0.0,0.0,40.0,39
31.0,4,9.0,4,8,3,4,1,0.0,0.0,35.0,39
65.0,4,9.0,0,1,1,4,0,0.0,2206.0,59.0,2
39.0,4,9.0,2,3,5,2,0,0.0,0.0,45.0,39
48.0,4,10.0,2,1,5,4,0,0.0,0.0,37.0,39
20.0,4,10.0,4,8,0,4,0,0.0,0.0,40.0,39
28.0,0,12.0,4,0,2,4,1,0.0,0.0,40.0,39
48.0,4,13.0,2,12,4,4,1,4386.0,0.0,50.0,39
29.0,1,15.0,2,10,4,4,1,0.0,0.0,80.0,39
36.0,6,16.0,4,10,0,4,1,0.0,0.0,30.0,0
35.0,5,13.0,2,4,4,4,1,0.0,0.0,45.0,39
31.0,4,10.0,2,14,4,4,1,0.0,0.0,40.0,39
48.0,7,9.0,2,11,4,4,1,0.0,0.0,40.0,39
36.0,4,11.0,4,13,0,4,1,0.0,0.0,45.0,39
40.0,6,9.0,2,5,4,4,1,0.0,0.0,50.0,39
57.0,4,9.0,2,10,4,4,1,0.0,0.0,15.0,39
26.0,2,13.0,4,10,0,4,0,4865.0,0.0,35.0,39
37.0,7,9.0,4,8,3,4,0,0.0,0.0,40.0,39
65.0,4,16.0,2,4,4,4,1,0.0,0.0,40.0,39
26.0,6,6.0,4,10,0,4,0,0.0,0.0,32.0,39
42.0,4,10.0,2,13,4,4,1,0.0,0.0,40.0,39
47.0,4,14.0,2,4,4,4,1,0.0,0.0,40.0,24
62.0,4,4.0,0,3,3,4,1,0.0,0.0,40.0,39
27.0,4,11.0,4,4,3,4,1,0.0,0.0,50.0,39
76.0,6,10.0,6,12,0,4,1,0.0,0.0,8.0,39
20.0,0,10.0,4,0,3,4,0,0.0,0.0,40.0,39
29.0,4,13.0,4,1,3,4,0,0.0,0.0,40.0,39
29.0,4,8.0,2,14,4,4,1,0.0,0.0,40.0,39
32.0,4,6.0,4,7,3,4,1,0.0,0.0,40.0,26
22.0,5,10.0,2,3,4,4,1,0.0,0.0,40.0,39
30.0,1,9.0,4,1,0,2,0,0.0,0.0,50.0,39
43.0,2,10.0,0,1,0,4,0,0.0,0.0,40.0,39
23.0,4,13.0,2,8,4,4,1,0.0,0.0,20.0,39
44.0,1,15.0,2,10,4,4,1,0.0,0.0,40.0,39
41.0,4,13.0,0,8,0,4,1,0.0,0.0,40.0,39
49.0,7,14.0,0,10,1,2,0,7430.0,0.0,40.0,39
30.0,4,9.0,4,14,0,4,1,0.0,0.0,45.0,39
23.0,4,10.0,4,6,3,4,1,0.0,0.0,35.0,39
39.0,4,9.0,6,1,3,4,0,0.0,0.0,40.0,39
32.0,4,13.0,2,12,4,4,1,0.0,0.0,60.0,39
50.0,4,10.0,2,3,4,4,1,0.0,1887.0,35.0,39
19.0,4,10.0,4,1,3,4,0,0.0,0.0,40.0,33
35.0,4,13.0,2,12,4,4,1,0.0,0.0,52.0,39
23.0,4,9.0,4,3,0,4,1,0.0,0.0,40.0,39
25.0,4,10.0,4,3,0,4,1,0.0,0.0,40.0,39
40.0,4,9.0,0,12,0,4,0,0.0,0.0,40.0,39
30.0,4,13.0,2,4,4,2,1,0.0,0.0,42.0,39
52.0,4,10.0,2,3,4,4,1,0.0,0.0,40.0,39
49.0,4,10.0,2,7,4,2,1,0.0,0.0,60.0,39
24.0,4,13.0,4,1,3,4,0,0.0,0.0,40.0,39
46.0,4,13.0,2,4,4,4,1,15024.0,0.0,40.0,39
39.0,4,13.0,2,12,4,4,1,0.0,0.0,50.0,39
45.0,6,13.0,2,4,4,4,1,0.0,0.0,50.0,39
62.0,2,13.0,2,1,5,4,0,0.0,1258.0,38.0,39
43.0,4,13.0,2,10,4,4,1,0.0,1977.0,50.0,39
45.0,4,10.0,0,7,1,4,0,0.0,0.0,40.0,39
62.0,6,9.0,2,12,4,4,1,0.0,0.0,40.0,39
48.0,4,3.0,4,6,0,4,1,0.0,0.0,40.0,26
56.0,4,9.0,0,8,1,2,0,0.0,0.0,40.0,23
28.0,4,9.0,4,5,1,4,0,0.0,0.0,35.0,39
23.0,4,9.0,4,3,3,2,1,0.0,0.0,40.0,39
43.0,4,9.0,0,8,0,4,0,0.0,0.0,35.0,39
26.0,4,13.0,2,3,4,4,1,0.0,0.0,40.0,39
36.0,4,9.0,2,12,4,4,1,0.0,0.0,50.0,39
55.0,2,16.0,4,10,0,4,0,0.0,0.0,60.0,39
48.0,7,13.0,4,4,0,4,0,0.0,0.0,50.0,39
43.0,4,3.0,2,7,5,1,0,0.0,2129.0,72.0,0
38.0,4,11.0,2,4,4,4,1,0.0,0.0,45.0,39
18.0,4,9.0,4,12,0,4,1,0.0,0.0,30.0,39
56.0,6,9.0,3,4,0,4,1,0.0,0.0,70.0,39
39.0,6,14.0,4,10,0,4,1,0.0,0.0,40.0,39
46.0,4,3.0,5,6,0,4,1,0.0,0.0,50.0,26
36.0,4,7.0,4,14,1,0,1,0.0,0.0,65.0,39
42.0,6,9.0,2,3,4,4,1,0.0,2002.0,40.0,39
50.0,4,9.0,2,14,4,4,1,0.0,0.0,50.0,39
17.0,4,7.0,4,6,3,4,1,0.0,0.0,20.0,39
57.0,4,4.0,6,7,1,2,0,0.0,0.0,40.0,39
73.0,4,9.0,6,8,2,4,0,0.0,0.0,12.0,39
50.0,1,10.0,4,1,0,4,1,0.0,0.0,40.0,39
35.0,4,10.0,4,14,3,4,1,0.0,0.0,45.0,39
27.0,4,10.0,2,7,4,4,1,0.0,0.0,45.0,39
24.0,0,10.0,4,0,0,4,0,0.0,0.0,40.0,39
27.0,4,10.0,4,3,3,4,1,0.0,0.0,40.0,39
23.0,6,9.0,4,3,3,4,1,0.0,0.0,40.0,39
25.0,4,9.0,4,1,3,4,0,0.0,0.0,40.0,39
51.0,4,13.0,2,4,4,4,1,0.0,0.0,40.0,39
26.0,4,6.0,2,1,5,4,0,0.0,0.0,40.0,39
47.0,4,10.0,2,1,4,4,1,0.0,0.0,45.0,26
40.0,4,9.0,0,8,0,2,1,0.0,0.0,40.0,39
58.0,4,5.0,0,8,1,4,0,0.0,0.0,40.0,39
25.0,4,10.0,4,12,3,4,0,0.0,0.0,40.0,39
29.0,4,9.0,2,12,5,4,0,0.0,0.0,18.0,39
36.0,4,7.0,2,14,4,4,1,0.0,0.0,43.0,39
46.0,4,9.0,0,4,0,4,0,0.0,0.0,60.0,39
69.0,4,2.0,6,9,0,2,0,0.0,0.0,4.0,39
69.0,4,9.0,6,1,0,4,0,1848.0,0.0,40.0,39
28.0,4,9.0,4,8,3,2,0,0.0,0.0,40.0,39
20.0,4,9.0,4,1,3,4,1,0.0,0.0,48.0,39
54.0,7,9.0,5,1,1,2,0,3887.0,0.0,35.0,39
25.0,4,10.0,4,14,3,4,1,0.0,0.0,40.0,39
64.0,2,9.0,2,6,4,4,1,3471.0,0.0,40.0,39
17.0,4,9.0,4,12,3,4,0,0.0,0.0,20.0,39
53.0,1,9.0,2,1,4,4,1,0.0,0.0,40.0,39
50.0,4,5.0,0,14,0,4,1,0.0,0.0,50.0,39
57.0,4,9.0,2,4,5,4,0,0.0,0.0,38.0,39
51.0,4,10.0,2,14,4,4,1,0.0,2603.0,40.0,39
20.0,0,10.0,4,0,3,4,1,0.0,0.0,30.0,39
47.0,4,10.0,2,3,4,4,1,0.0,0.0,40.0,39
25.0,4,9.0,4,14,1,4,1,0.0,0.0,52.0,39
50.0,7,15.0,2,4,4,4,1,0.0,0.0,52.0,39
20.0,4,9.0,4,1,3,4,0,0.0,0.0,30.0,39
43.0,7,15.0,2,10,4,4,1,0.0,1977.0,70.0,39
46.0,4,13.0,4,10,0,4,0,0.0,0.0,40.0,39
54.0,4,9.0,5,1,1,4,0,0.0,0.0,38.0,33
53.0,4,10.0,5,4,1,0,0,0.0,0.0,15.0,39
21.0,4,9.0,4,3,3,4,1,0.0,0.0,30.0,39
58.0,4,10.0,0,8,0,4,1,0.0,0.0,40.0,39
30.0,4,13.0,2,12,4,4,1,0.0,0.0,55.0,39
61.0,4,9.0,2,1,5,2,0,0.0,0.0,40.0,39
56.0,7,10.0,0,1,0,4,0,0.0,0.0,35.0,39
59.0,4,9.0,0,8,1,4,0,0.0,0.0,40.0,39
72.0,4,9.0,2,6,4,4,1,0.0,0.0,20.0,39
33.0,4,9.0,4,1,0,4,1,0.0,0.0,40.0,39
46.0,4,9.0,2,1,5,4,0,0.0,0.0,40.0,39
46.0,2,10.0,2,11,4,4,1,0.0,0.0,38.0,39
48.0,4,9.0,4,10,1,2,0,0.0,0.0,28.0,39
33.0,4,9.0,2,4,4,4,1,0.0,0.0,40.0,39
21.0,4,10.0,4,6,3,4,0,0.0,0.0,40.0,39
27.0,4,9.0,0,1,1,4,0,0.0,0.0,45.0,39
31.0,4,9.0,0,14,0,4,1,0.0,0.0,40.0,39
28.0,4,13.0,4,7,0,4,1,0.0,0.0,40.0,39
45.0,2,10.0,0,1,0,4,0,0.0,0.0,38.0,39
51.0,4,9.0,2,7,4,4,1,4386.0,0.0,40.0,39
46.0,7,9.0,4,8,0,2,0,0.0,0.0,40.0,39
25.0,4,10.0,2,12,4,4,1,0.0,0.0,25.0,8
61.0,4,10.0,2,1,4,4,1,7688.0,0.0,40.0,39
17.0,4,7.0,4,12,3,4,0,0.0,0.0,30.0,39
26.0,4,13.0,4,3,0,4,1,3325.0,0.0,40.0,39
35.0,4,6.0,0,3,0,4,1,0.0,0.0,60.0,39
33.0,6,7.0,2,4,4,4,1,0.0,0.0,70.0,39
37.0,4,8.0,2,12,5,1,0,0.0,0.0,33.0,0
39.0,2,9.0,4,1,3,4,0,0.0,0.0,35.0,39
42.0,4,9.0,0,8,1,4,0,0.0,0.0,30.0,39
35.0,4,13.0,2,4,4,4,1,4386.0,0.0,47.0,39
45.0,4,9.0,0,13,0,4,0,0.0,0.0,50.0,39
47.0,5,13.0,4,12,3,4,1,0.0,0.0,40.0,39
64.0,4,7.0,2,3,4,4,1,0.0,0.0,48.0,39
39.0,4,15.0,2,4,5,4,0,15024.0,0.0,47.0,39
43.0,0,9.0,0,0,1,4,0,0.0,0.0,40.0,39
34.0,4,9.0,2,10,4,4,1,0.0,0.0,40.0,0
62.0,4,13.0,2,10,4,4,1,3103.0,0.0,40.0,39
53.0,4,10.0,2,10,4,4,1,15024.0,0.0,40.0,39
31.0,4,13.0,2,4,4,4,1,0.0,0.0,40.0,39
26.0,4,9.0,2,12,4,4,1,0.0,0.0,40.0,39
56.0,5,4.0,2,3,4,4,1,0.0,0.0,50.0,39
43.0,4,10.0,4,8,0,4,0,0.0,0.0,40.0,39
33.0,4,10.0,4,12,0,2,1,0.0,0.0,35.0,39
45.0,6,10.0,2,3,4,4,1,0.0,1485.0,40.0,39
46.0,4,10.0,5,12,0,4,1,0.0,0.0,55.0,39
26.0,4,11.0,2,6,4,4,1,0.0,0.0,80.0,39
24.0,4,9.0,4,8,3,4,0,0.0,0.0,40.0,26
43.0,4,13.0,2,5,4,4,1,0.0,0.0,50.0,39
40.0,4,11.0,4,7,3,4,1,0.0,0.0,40.0,39
61.0,4,4.0,0,8,0,4,1,0.0,0.0,35.0,39
34.0,1,10.0,4,1,0,2,0,0.0,0.0,72.0,39
85.0,4,9.0,6,12,1,4,1,0.0,0.0,35.0,39
41.0,4,9.0,4,1,0,4,0,0.0,0.0,40.0,39
31.0,7,12.0,4,1,0,4,0,3325.0,0.0,35.0,39
22.0,4,10.0,4,12,3,4,0,0.0,0.0,30.0,39
60.0,4,9.0,6,8,1,2,0,0.0,0.0,40.0,39
29.0,4,12.0,0,10,0,4,0,0.0,0.0,36.0,39
34.0,0,9.0,2,0,4,4,1,0.0,0.0,40.0,39
35.0,7,13.0,4,4,0,1,0,2977.0,0.0,45.0,39
24.0,4,9.0,4,12,0,4,1,0.0,0.0,30.0,39
45.0,2,14.0,0,10,0,2,1,0.0,0.0,40.0,39
21.0,2,8.0,4,8,3,2,1,0.0,0.0,20.0,39
30.0,4,12.0,2,14,5,4,0,0.0,1485.0,37.0,39
50.0,5,10.0,2,4,4,4,1,0.0,0.0,99.0,39
41.0,6,9.0,2,4,4,4,1,0.0,0.0,40.0,39
21.0,4,9.0,4,12,0,4,0,0.0,0.0,33.0,39
45.0,4,9.0,2,3,4,4,1,0.0,0.0,45.0,39
34.0,4,13.0,2,4,4,4,1,0.0,0.0,40.0,39
28.0,4,9.0,0,6,3,4,1,0.0,0.0,40.0,39
19.0,4,9.0,4,8,1,4,1,0.0,0.0,40.0,39
26.0,4,13.0,4,10,0,4,1,13550.0,0.0,50.0,39
48.0,4,13.0,2,14,4,4,1,0.0,0.0,45.0,39
69.0,4,13.0,6,10,0,4,1,0.0,2282.0,40.0,39
41.0,4,10.0,0,1,1,4,0,0.0,0.0,40.0,39
43.0,4,13.0,0,1,0,4,0,0.0,0.0,40.0,39
28.0,4,9.0,4,3,1,4,1,0.0,0.0,40.0,26
65.0,2,10.0,0,1,0,4,0,0.0,0.0,28.0,39
31.0,4,13.0,4,4,0,4,1,0.0,1741.0,38.0,39
28.0,4,13.0,4,1,0,4,0,0.0,0.0,40.0,39
51.0,4,13.0,2,10,4,4,1,0.0,0.0,40.0,39
45.0,4,10.0,4,3,0,4,0,0.0,0.0,80.0,39
43.0,4,9.0,0,1,2,2,1,0.0,0.0,38.0,39
31.0,4,12.0,2,12,4,4,1,0.0,0.0,60.0,39
31.0,4,10.0,2,3,4,4,1,0.0,0.0,55.0,39
45.0,4,10.0,2,3,2,1,1,0.0,0.0,40.0,30
20.0,4,13.0,4,12,2,2,0,0.0,0.0,30.0,39
25.0,4,13.0,4,13,1,4,1,0.0,0.0,40.0,39
36.0,4,9.0,6,6,1,4,0,0.0,0.0,30.0,39
31.0,4,13.0,4,12,0,4,1,4101.0,0.0,50.0,39
56.0,4,10.0,2,3,4,4,1,0.0,0.0,45.0,39
26.0,4,13.0,4,12,3,4,1,0.0,0.0,18.0,39
47.0,6,10.0,0,4,0,4,0,0.0,0.0,65.0,39
40.0,5,9.0,2,4,4,4,1,0.0,0.0,50.0,39
32.0,4,9.0,2,4,5,4,0,0.0,0.0,48.0,39
34.0,7,14.0,4,10,1,2,0,0.0,0.0,24.0,39
37.0,4,9.0,2,4,4,4,1,0.0,0.0,55.0,39
38.0,4,9.0,2,3,4,4,1,0.0,0.0,45.0,39
19.0,4,11.0,4,8,3,1,1,0.0,0.0,16.0,39
49.0,4,5.0,0,6,0,4,0,0.0,0.0,40.0,39
18.0,0,9.0,4,0,3,2,0,0.0,0.0,25.0,39
26.0,4,12.0,4,10,0,4,0,0.0,0.0,40.0,39
82.0,4,4.0,2,6,4,4,1,0.0,0.0,2.0,39
40.0,4,9.0,0,3,0,4,1,0.0,0.0,40.0,39
28.0,4,10.0,4,3,3,4,1,0.0,0.0,50.0,39
23.0,4,9.0,2,12,4,2,1,0.0,0.0,37.0,39
19.0,4,10.0,4,1,3,4,1,0.0,0.0,40.0,39
67.0,4,9.0,6,6,2,2,1,0.0,0.0,32.0,39
43.0,4,13.0,2,4,4,4,1,3103.0,0.0,40.0,39
41.0,4,12.0,4,1,0,3,0,0.0,0.0,50.0,39
37.0,4,11.0,0,10,1,4,0,0.0,0.0,40.0,39
20.0,4,9.0,4,14,3,4,1,0.0,0.0,40.0,39
40.0,4,9.0,0,3,1,4,1,0.0,0.0,40.0,39
47.0,4,14.0,5,4,0,4,1,99999.0,0.0,50.0,39
40.0,4,9.0,2,13,4,4,1,0.0,0.0,40.0,39
39.0,7,13.0,4,4,0,4,0,0.0,0.0,40.0,39
24.0,4,10.0,4,1,3,2,0,0.0,0.0,20.0,39
78.0,0,9.0,2,0,4,4,1,2228.0,0.0,32.0,39
67.0,0,11.0,6,0,0,4,0,0.0,0.0,1.0,39
49.0,4,13.0,2,12,4,4,1,0.0,0.0,45.0,39
66.0,4,9.0,0,7,0,4,1,0.0,0.0,10.0,39
52.0,4,9.0,4,10,1,4,0,0.0,323.0,40.0,39
59.0,5,9.0,0,4,0,4,1,0.0,0.0,60.0,39
72.0,4,9.0,6,9,1,4,0,0.0,0.0,12.0,5
35.0,1,9.0,4,1,0,4,1,0.0,0.0,40.0,39
30.0,4,13.0,1,4,5,4,0,0.0,0.0,40.0,39
36.0,4,10.0,4,8,0,4,1,0.0,0.0,40.0,39
26.0,4,9.0,5,13,3,4,0,0.0,0.0,40.0,39
23.0,4,13.0,4,8,0,4,1,0.0,0.0,35.0,39
39.0,4,13.0,2,10,4,4,1,0.0,0.0,40.0,39
40.0,6,15.0,2,10,4,4,1,0.0,0.0,40.0,39
29.0,4,13.0,4,10,0,4,1,0.0,0.0,40.0,39
38.0,4,13.0,4,8,0,4,1,0.0,0.0,20.0,39
63.0,4,13.0,4,1,0,4,1,0.0,0.0,40.0,39
58.0,6,9.0,2,4,4,4,1,0.0,0.0,40.0,39
30.0,4,9.0,0,4,1,4,0,0.0,0.0,40.0,39
38.0,7,9.0,4,8,1,2,0,0.0,0.0,40.0,39
25.0,4,3.0,4,1,0,4,0,0.0,0.0,33.0,26
44.0,7,14.0,2,10,4,4,1,0.0,0.0,40.0,39
43.0,4,11.0,2,1,5,4,0,0.0,0.0,40.0,39
21.0,4,10.0,4,14,3,4,1,0.0,0.0,30.0,39
41.0,2,12.0,4,4,0,4,1,0.0,0.0,40.0,39
38.0,4,13.0,2,12,4,4,1,0.0,0.0,50.0,39
75.0,0,13.0,2,0,4,4,1,0.0,0.0,6.0,39
29.0,4,10.0,2,3,4,4,1,0.0,1672.0,40.0,39
52.0,6,9.0,2,5,4,4,1,0.0,0.0,70.0,39
47.0,4,9.0,0,4,1,4,0,0.0,0.0,45.0,39
28.0,4,11.0,2,10,4,4,1,99999.0,0.0,50.0,39
24.0,4,10.0,2,9,5,4,0,0.0,0.0,40.0,0
30.0,7,14.0,2,10,4,1,1,0.0,0.0,10.0,3
30.0,4,10.0,2,4,4,4,1,15024.0,0.0,60.0,39
40.0,4,12.0,0,4,0,4,1,0.0,0.0,40.0,39
27.0,4,10.0,4,8,3,4,0,0.0,0.0,30.0,39
26.0,4,9.0,4,11,1,4,1,0.0,0.0,44.0,39
32.0,4,9.0,4,8,0,4,1,0.0,0.0,37.0,39
36.0,7,13.0,4,1,0,4,0,0.0,0.0,40.0,39
26.0,4,8.0,4,14,3,2,1,0.0,0.0,40.0,39
25.0,4,10.0,4,14,0,2,1,0.0,0.0,40.0,39
39.0,4,10.0,0,13,0,4,0,0.0,0.0,40.0,31
27.0,4,11.0,2,13,4,4,1,0.0,0.0,40.0,39
24.0,4,9.0,2,5,4,4,1,0.0,0.0,50.0,39
38.0,5,13.0,2,12,4,4,1,7688.0,0.0,40.0,39
35.0,6,9.0,2,5,4,4,1,0.0,0.0,55.0,39
29.0,4,11.0,4,13,0,4,1,0.0,0.0,40.0,39
49.0,4,9.0,0,8,0,2,0,0.0,0.0,40.0,39
36.0,4,5.0,2,7,4,4,1,0.0,0.0,40.0,39
47.0,6,16.0,2,3,4,4,1,0.0,0.0,50.0,39
21.0,4,10.0,4,8,3,4,1,0.0,0.0,40.0,39
35.0,4,13.0,4,10,0,1,0,0.0,0.0,40.0,30
38.0,4,2.0,2,6,4,4,1,0.0,0.0,40.0,26
66.0,0,10.0,2,0,4,4,1,0.0,0.0,40.0,39
45.0,4,14.0,2,4,4,4,1,0.0,1902.0,50.0,39
19.0,4,10.0,4,8,3,4,0,0.0,0.0,15.0,39
18.0,4,9.0,4,6,3,4,1,0.0,0.0,22.0,39
37.0,4,15.0,2,4,4,4,1,0.0,0.0,40.0,39
49.0,4,13.0,4,10,1,4,0,0.0,0.0,40.0,39
33.0,2,11.0,2,11,4,4,1,0.0,0.0,48.0,39
27.0,4,10.0,2,12,4,4,1,0.0,0.0,40.0,39
34.0,2,10.0,0,1,1,4,0,0.0,0.0,35.0,39
54.0,7,14.0,3,10,0,1,0,0.0,0.0,40.0,3
